longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
-121.92,36.61,27,1619,352.0,831,344,4.3,NEAR OCEAN
-122.42,37.65,39,4402,894.0,2941,887,3.8565,NEAR OCEAN
-120.85,37.77,52,436,81.0,197,68,1.8625,INLAND
-121.44,38.63,38,1673,399.0,1116,382,1.3302,INLAND
-118.16,33.93,35,757,151.0,474,132,3.7361,<1H OCEAN
-118.06,34.1,38,1960,330.0,874,308,4.8594,<1H OCEAN
-117.18,34.48,8,3561,691.0,2156,659,2.7778,INLAND
-121.39,38.51,19,1808,375.0,758,320,2.0062,INLAND
-122.24,37.46,36,4686,781.0,2254,845,6.1043,NEAR OCEAN
-120.87,37.76,16,2022,413.0,1126,408,2.5655,INLAND
-118.15,33.95,31,1053,230.0,686,211,4.0,<1H OCEAN
-121.07,38.94,14,1710,294.0,839,297,4.7143,INLAND
-118.37,33.95,5,6955,2062.0,3591,1566,3.111,<1H OCEAN
-117.23,33.91,9,11654,2100.0,7596,2127,4.0473,INLAND
-122.09,37.65,35,1130,192.0,543,184,4.3897,NEAR BAY
-122.0,37.4,17,5121,1017.0,1470,968,2.9706,<1H OCEAN
-118.04,33.98,50,1951,458.0,1362,454,3.0,<1H OCEAN
-114.58,33.61,25,2907,680.0,1841,633,2.6768,INLAND
-122.18,39.55,28,1471,259.0,673,246,3.25,INLAND
-122.01,37.98,34,1256,267.0,638,252,4.0507,NEAR BAY
-116.96,33.79,21,2990,691.0,2108,660,2.0135,INLAND
-119.69,35.62,18,820,239.0,1345,207,2.1186,INLAND
-118.15,34.11,52,1000,192.0,363,158,4.2981,<1H OCEAN
-120.47,34.7,24,2387,385.0,1051,382,4.4595,NEAR OCEAN
-121.82,37.29,16,2085,394.0,1705,391,5.0225,<1H OCEAN
-122.59,38.56,43,2088,379.0,721,293,4.65,<1H OCEAN
-118.21,34.07,47,1346,383.0,1452,371,1.7292,<1H OCEAN
-122.38,37.73,20,120,27.0,55,19,2.625,NEAR BAY
-121.03,39.14,10,3138,524.0,1275,511,4.0775,INLAND
-118.38,34.19,30,977,264.0,736,258,1.9866,<1H OCEAN
-118.3,34.04,35,1090,345.0,1605,330,2.1518,<1H OCEAN
-119.12,35.38,18,1521,269.0,706,279,4.4196,INLAND
-122.31,37.53,39,1160,191.0,508,185,5.9539,NEAR OCEAN
-121.51,38.57,36,613,166.0,425,147,2.2031,INLAND
-118.03,33.92,30,1414,332.0,1307,315,3.0,<1H OCEAN
-121.88,37.67,25,2244,301.0,937,324,6.4524,INLAND
-117.78,33.88,16,1800,238.0,871,234,6.6678,<1H OCEAN
-118.06,34.12,34,2941,558.0,1660,576,4.5667,INLAND
-118.37,34.09,24,630,172.0,257,147,5.5224,<1H OCEAN
-121.89,37.25,21,2080,352.0,1040,325,5.2887,<1H OCEAN
-121.15,39.23,13,3883,763.0,1816,682,2.8102,INLAND
-117.39,34.11,16,1140,181.0,627,206,4.9444,INLAND
-118.5,34.27,35,2235,390.0,1148,416,4.869,<1H OCEAN
-117.94,33.8,28,2914,489.0,1500,499,4.9429,<1H OCEAN
-118.04,33.96,42,1430,338.0,1269,321,3.3214,<1H OCEAN
-121.96,38.34,15,2857,373.0,1325,359,6.0252,INLAND
-121.22,38.78,8,3418,514.0,1312,409,6.3914,INLAND
-122.68,38.25,29,1315,240.0,650,228,3.8269,<1H OCEAN
-118.51,35.16,7,4371,727.0,1932,654,4.625,INLAND
-122.31,37.92,30,1014,236.0,537,204,2.8456,NEAR BAY
-116.98,32.79,32,3756,662.0,1611,598,3.8667,<1H OCEAN
-117.96,33.9,9,1899,284.0,1070,293,7.2532,<1H OCEAN
-118.28,33.96,42,1206,304.0,1167,250,1.615,<1H OCEAN
-121.77,37.68,41,1501,299.0,629,288,4.6806,INLAND
-118.31,34.19,42,724,149.0,420,150,3.0625,<1H OCEAN
-118.53,34.23,32,4039,984.0,2675,941,3.0321,<1H OCEAN
-118.1,34.11,49,3367,523.0,1317,495,6.706,<1H OCEAN
-122.45,38.3,24,1946,400.0,718,380,3.5507,NEAR BAY
-117.3,32.96,30,1226,205.0,380,151,4.2875,NEAR OCEAN
-121.4,36.83,11,3701,739.0,1749,654,3.067,INLAND
-118.39,33.85,17,1610,379.0,670,341,4.3594,<1H OCEAN
-118.14,34.71,32,1164,248.0,588,270,1.1917,INLAND
-121.81,37.31,14,2731,578.0,1109,551,3.1382,<1H OCEAN
-120.63,36.98,20,2380,489.0,1581,505,2.0595,INLAND
-117.98,33.72,24,2826,547.0,1738,546,6.0494,<1H OCEAN
-121.46,38.65,8,3746,767.0,2161,744,3.2039,INLAND
-117.27,34.5,7,2045,342.0,878,292,6.0296,INLAND
-118.22,33.84,35,1131,273.0,1007,269,4.0219,<1H OCEAN
-117.8,34.1,17,5153,1164.0,2949,1083,3.5603,INLAND
-117.94,33.91,18,8836,1527.0,3946,1451,5.6441,<1H OCEAN
-122.12,38.01,50,1738,355.0,837,363,3.609,NEAR BAY
-121.81,37.27,20,3244,520.0,1769,469,5.9214,<1H OCEAN
-118.0,33.85,34,1078,205.0,575,206,4.5083,<1H OCEAN
-117.02,32.75,33,3296,537.0,1345,556,5.2835,<1H OCEAN
-121.88,36.98,21,4117,752.0,2001,763,4.8953,NEAR OCEAN
-121.3,38.02,4,1515,384.0,491,348,2.8523,INLAND
-118.26,34.0,41,1733,492.0,1776,453,1.6221,<1H OCEAN
-118.14,33.76,50,914,167.0,322,165,4.7361,NEAR OCEAN
-121.18,37.79,16,1326,286.0,509,297,1.9464,INLAND
-118.0,34.12,42,870,170.0,546,164,4.625,INLAND
-117.08,33.03,18,1339,284.0,761,290,5.3074,<1H OCEAN
-117.92,33.75,23,893,223.0,1149,216,2.6442,<1H OCEAN
-117.94,33.78,11,2880,745.0,1806,722,3.8056,<1H OCEAN
-118.09,34.63,31,1537,416.0,1239,397,1.9722,INLAND
-118.16,33.91,6,3445,847.0,2467,712,3.1507,<1H OCEAN
-118.47,34.3,16,2495,551.0,2314,567,3.6736,<1H OCEAN
-117.95,34.05,35,1309,276.0,1113,253,4.375,<1H OCEAN
-117.24,33.21,9,2486,626.0,1938,525,2.1293,<1H OCEAN
-122.2,37.77,49,2272,498.0,1621,483,2.4338,NEAR BAY
-122.54,37.89,33,4971,836.0,1907,795,6.1275,NEAR BAY
-119.72,34.43,36,1156,309.0,521,304,2.6014,<1H OCEAN
-122.14,37.47,36,2081,412.0,1931,373,3.7917,NEAR BAY
-118.14,33.89,33,2867,786.0,1774,705,2.9292,<1H OCEAN
-122.14,37.9,32,5738,746.0,2099,732,10.3224,NEAR BAY
-118.32,33.9,35,3189,680.0,1882,651,3.6625,<1H OCEAN
-119.79,36.55,32,1393,276.0,999,245,2.0216,INLAND
-119.89,36.79,5,3821,705.0,2179,694,3.7821,INLAND
-119.81,36.8,29,2806,552.0,1242,540,3.5958,INLAND
-118.09,34.68,4,23386,4171.0,10493,3671,4.0211,INLAND
-117.23,32.86,16,1200,468.0,648,443,3.045,NEAR OCEAN
-118.17,33.92,43,2099,398.0,1276,387,3.1528,<1H OCEAN
-118.35,34.09,35,2234,689.0,1334,662,2.5444,<1H OCEAN
-121.98,38.34,18,3876,916.0,2386,867,2.5938,INLAND
-122.43,37.75,52,2155,468.0,962,490,3.775,NEAR BAY
-121.0,37.68,15,1232,180.0,408,196,6.9682,INLAND
-116.76,32.74,14,4085,751.0,2129,688,4.7367,<1H OCEAN
-117.42,33.98,16,10072,2043.0,5913,1909,3.0606,INLAND
-117.07,33.12,21,4578,927.0,2818,900,3.1458,<1H OCEAN
-121.87,38.0,17,2713,442.0,1475,415,4.8542,INLAND
-121.52,39.12,37,102,17.0,29,14,4.125,INLAND
-122.47,37.69,27,2447,720.0,2104,657,3.449,NEAR OCEAN
-118.38,33.87,27,2287,491.0,1101,466,4.675,<1H OCEAN
-118.12,33.79,43,1471,301.0,767,311,4.3317,<1H OCEAN
-118.48,35.14,4,8417,1657.0,4631,1468,3.6949,INLAND
-118.12,34.1,34,2918,555.0,1435,568,4.2344,<1H OCEAN
-118.36,33.82,36,1784,311.0,901,293,6.2247,<1H OCEAN
-118.31,33.97,47,2066,422.0,1156,380,2.7917,<1H OCEAN
-117.08,34.96,28,1777,307.0,721,259,3.6343,INLAND
-121.21,38.76,16,1608,296.0,792,286,3.1583,INLAND
-118.3,33.92,34,2053,382.0,1258,380,3.0139,<1H OCEAN
-121.79,37.23,17,2281,359.0,1226,394,5.4193,<1H OCEAN
-119.93,38.94,27,1709,408.0,97,44,2.4917,INLAND
-119.83,36.8,16,6101,1200.0,3407,1134,3.125,INLAND
-122.15,37.7,36,1468,252.0,733,229,3.4583,NEAR BAY
-117.22,32.83,17,1124,187.0,553,205,5.7451,NEAR OCEAN
-118.13,34.14,29,3559,1034.0,1658,965,3.2643,<1H OCEAN
-118.27,33.93,38,2073,500.0,1657,470,1.2098,<1H OCEAN
-122.3,37.91,39,2686,569.0,1159,559,2.9441,NEAR BAY
-118.02,34.13,34,1966,319.0,980,297,7.7307,INLAND
-122.64,41.73,36,3319,664.0,1492,631,1.8694,INLAND
-121.57,39.48,15,202,54.0,145,40,0.8252,INLAND
-122.42,37.74,52,2713,624.0,1370,594,4.6547,NEAR BAY
-118.01,33.79,23,2663,430.0,1499,403,5.7837,<1H OCEAN
-117.66,33.65,13,8527,1364.0,4597,1393,6.2242,<1H OCEAN
-122.22,38.1,44,3013,563.0,1353,512,3.4559,NEAR BAY
-120.74,37.33,30,2390,470.0,1409,428,2.1484,INLAND
-120.6,38.76,22,1236,273.0,615,248,3.0217,INLAND
-118.41,33.96,15,412,128.0,310,137,3.9792,<1H OCEAN
-121.24,38.72,12,3605,576.0,1556,549,4.9,INLAND
-117.92,33.79,29,3692,969.0,2683,881,3.1726,<1H OCEAN
-119.07,35.34,16,4201,786.0,1667,724,4.8839,INLAND
-122.12,37.68,45,2179,401.0,1159,399,3.4839,NEAR BAY
-121.27,38.87,16,2094,358.0,1092,357,4.4769,INLAND
-122.02,37.94,23,3516,661.0,1465,623,4.2569,NEAR BAY
-118.01,33.94,36,1921,329.0,969,327,4.9191,<1H OCEAN
-121.77,37.31,16,1649,228.0,769,230,6.6455,<1H OCEAN
-118.42,33.99,35,1724,419.0,1079,394,4.5521,<1H OCEAN
-116.57,33.76,25,2616,547.0,581,343,3.1364,INLAND
-118.04,34.06,30,2019,551.0,2481,484,3.1875,<1H OCEAN
-118.34,35.27,10,2939,605.0,1167,446,2.3917,INLAND
-117.07,32.63,40,1706,322.0,796,303,3.5583,NEAR OCEAN
-122.15,37.7,36,1464,244.0,672,261,3.5547,NEAR BAY
-117.06,32.6,24,1088,268.0,1095,246,2.4191,NEAR OCEAN
-121.83,39.74,34,3263,604.0,1290,594,2.575,INLAND
-119.16,34.12,17,224,70.0,147,71,3.6167,NEAR OCEAN
-122.26,38.15,16,3921,727.0,2830,680,4.5053,NEAR BAY
-117.9,33.65,30,2196,486.0,1131,460,4.4135,<1H OCEAN
-118.23,33.97,44,2748,715.0,2962,703,2.6951,<1H OCEAN
-117.5,33.92,31,2529,513.0,1504,426,2.9821,INLAND
-122.02,38.38,16,808,137.0,371,145,6.0767,INLAND
-122.25,37.77,52,2650,566.0,1468,567,3.0161,NEAR BAY
-118.47,33.99,33,854,235.0,645,198,2.1471,<1H OCEAN
-119.69,34.41,44,1208,357.0,603,297,2.6103,<1H OCEAN
-118.41,34.25,36,1146,259.0,1173,272,3.6016,<1H OCEAN
-124.17,41.8,16,2739,480.0,1259,436,3.7557,NEAR OCEAN
-117.32,33.87,15,826,138.0,440,134,4.8125,INLAND
-122.5,37.87,17,4333,947.0,1650,919,6.3066,NEAR BAY
-117.15,33.45,4,9089,1413.0,3886,1243,4.6904,<1H OCEAN
-119.21,36.3,23,951,235.0,806,222,1.7734,INLAND
-120.41,34.88,8,3119,620.0,1159,544,3.5288,<1H OCEAN
-117.92,33.89,18,2895,487.0,1116,429,5.4716,<1H OCEAN
-121.99,37.27,27,2937,497.0,1454,511,5.4051,<1H OCEAN
-118.45,34.31,28,1532,287.0,977,275,4.4773,<1H OCEAN
-118.04,33.85,24,2233,347.0,1162,355,5.6094,<1H OCEAN
-117.74,34.07,52,1868,316.0,947,328,4.2415,INLAND
-119.75,34.5,26,3563,579.0,1479,575,5.9522,<1H OCEAN
-122.72,38.58,4,7042,1100.0,2936,1043,5.0555,<1H OCEAN
-118.23,33.98,25,986,310.0,1439,251,2.39,<1H OCEAN
-117.46,34.06,24,2831,478.0,1582,435,4.3397,INLAND
-121.8,37.26,16,1868,285.0,995,284,5.9053,<1H OCEAN
-119.29,36.12,24,1248,226.0,641,200,2.4722,INLAND
-117.51,34.02,24,7779,1835.0,3996,1765,2.1764,INLAND
-121.0,37.71,52,102,23.0,35,33,2.25,INLAND
-120.59,38.45,13,2944,558.0,1091,466,3.0,INLAND
-118.35,33.94,36,2225,601.0,2755,610,2.5547,<1H OCEAN
-119.21,34.26,31,224,88.0,326,88,2.375,NEAR OCEAN
-117.17,32.77,6,3856,875.0,1547,816,4.5481,NEAR OCEAN
-117.66,33.51,18,2626,,1302,522,4.0167,<1H OCEAN
-117.11,32.69,37,2395,627.0,2489,599,1.5933,NEAR OCEAN
-122.11,37.39,36,1660,261.0,655,249,6.3967,NEAR BAY
-117.09,32.68,29,1792,449.0,1650,396,2.2201,NEAR OCEAN
-118.48,34.05,48,3623,528.0,1282,516,9.5221,<1H OCEAN
-117.07,32.79,25,2489,314.0,911,309,7.8336,NEAR OCEAN
-118.18,33.9,25,1709,442.0,1177,410,2.4333,<1H OCEAN
-119.18,34.24,17,629,221.0,514,186,3.2847,NEAR OCEAN
-118.32,34.17,39,1995,564.0,1202,544,3.5875,<1H OCEAN
-117.28,33.06,8,4172,1022.0,2585,941,4.0118,NEAR OCEAN
-121.84,37.37,28,1579,339.0,1252,353,4.1615,<1H OCEAN
-118.45,34.28,36,2602,638.0,2780,620,2.7155,<1H OCEAN
-121.35,38.6,27,4314,611.0,1662,575,5.0997,INLAND
-121.4,36.38,39,2288,529.0,1449,410,3.3289,<1H OCEAN
-116.91,32.73,8,4630,624.0,2048,575,6.4745,<1H OCEAN
-117.75,34.05,35,1293,339.0,1494,312,1.6645,INLAND
-122.2,37.78,39,1752,399.0,1071,376,3.1167,NEAR BAY
-121.3,37.97,52,2980,537.0,1128,510,4.061,INLAND
-118.17,33.88,29,815,206.0,590,183,3.0052,<1H OCEAN
-123.71,39.88,42,1518,383.0,656,303,1.4952,NEAR OCEAN
-117.97,33.88,11,1454,247.0,635,236,6.2427,<1H OCEAN
-118.03,33.77,27,2000,310.0,880,294,5.635,<1H OCEAN
-118.24,34.14,27,2909,1021.0,2614,935,2.1444,<1H OCEAN
-118.39,34.21,14,2807,868.0,2729,803,2.6667,<1H OCEAN
-118.4,34.11,32,5578,753.0,1567,697,15.0001,<1H OCEAN
-120.02,38.92,24,1194,246.0,414,151,3.2396,INLAND
-122.41,37.8,52,1724,416.0,1016,395,3.3839,NEAR BAY
-119.76,36.75,41,1576,417.0,1567,366,1.2545,INLAND
-117.97,34.14,15,3595,964.0,1839,877,2.6014,INLAND
-118.15,33.92,28,1038,252.0,912,245,2.5875,<1H OCEAN
-122.4,40.71,22,2390,484.0,1131,452,2.1458,INLAND
-121.92,36.61,27,3044,661.0,1229,618,3.1359,NEAR OCEAN
-121.76,37.33,5,4153,719.0,2435,697,5.6306,<1H OCEAN
-121.25,38.05,25,1967,362.0,1035,361,3.5735,INLAND
-118.96,35.37,40,1603,374.0,1026,337,1.365,INLAND
-122.04,37.96,16,2913,723.0,1705,693,2.9097,NEAR BAY
-118.44,34.25,35,1583,324.0,1481,351,3.7,<1H OCEAN
-118.35,33.82,28,7591,1710.0,3420,1635,4.0708,<1H OCEAN
-120.89,37.45,29,1940,337.0,1070,332,3.6597,INLAND
-118.25,34.14,25,5980,1856.0,5217,1772,2.506,<1H OCEAN
-118.34,34.19,47,1721,343.0,834,334,4.1923,<1H OCEAN
-121.29,37.97,52,1610,480.0,1025,440,1.2962,INLAND
-117.5,34.04,5,3958,665.0,2456,666,5.1647,INLAND
-118.01,33.8,16,4021,701.0,1488,650,5.32,<1H OCEAN
-122.26,37.88,52,2255,410.0,823,377,5.7979,NEAR BAY
-122.45,37.67,36,1664,326.0,963,322,4.7813,NEAR OCEAN
-122.14,37.69,37,2141,535.0,1093,555,2.9958,NEAR BAY
-118.02,33.9,34,1636,358.0,977,357,3.5938,<1H OCEAN
-117.13,32.72,9,2436,720.0,1780,653,1.8299,NEAR OCEAN
-117.67,33.61,24,3859,661.0,1972,624,5.7871,<1H OCEAN
-117.15,32.93,16,2718,438.0,1515,431,5.1433,<1H OCEAN
-116.53,33.78,18,2547,463.0,411,214,2.5489,INLAND
-118.3,34.0,40,1131,281.0,859,230,1.1806,<1H OCEAN
-118.31,33.98,52,1975,379.0,1043,371,2.3977,<1H OCEAN
-122.47,37.76,52,2680,740.0,1587,713,2.5933,NEAR BAY
-121.28,38.17,19,1337,236.0,744,225,4.0924,INLAND
-117.71,33.63,16,2497,500.0,1357,456,4.5909,<1H OCEAN
-118.44,33.88,35,2020,451.0,724,399,6.6494,NEAR OCEAN
-117.32,34.48,8,4627,887.0,2739,846,3.0204,INLAND
-118.21,34.1,36,2000,533.0,1234,535,3.7437,<1H OCEAN
-117.03,32.95,19,4500,815.0,2456,782,4.5032,<1H OCEAN
-121.31,37.44,33,69,28.0,47,14,0.536,INLAND
-124.06,41.13,22,3263,799.0,1384,578,2.4708,NEAR OCEAN
-120.98,37.64,39,2617,659.0,2052,642,1.6952,INLAND
-121.91,36.98,16,1957,408.0,865,369,2.6875,NEAR OCEAN
-121.57,38.19,36,1395,264.0,700,244,2.4353,INLAND
-122.38,37.58,52,2039,299.0,772,303,6.471,NEAR OCEAN
-118.47,34.15,43,804,117.0,267,110,8.2269,<1H OCEAN
-121.66,36.69,6,10613,2485.0,7249,2375,3.7912,<1H OCEAN
-117.18,32.69,44,2819,514.0,1258,503,4.4777,NEAR OCEAN
-118.18,34.06,45,934,228.0,893,192,2.53,<1H OCEAN
-118.33,34.18,45,2570,517.0,1256,510,4.6898,<1H OCEAN
-117.99,33.71,17,1600,458.0,1803,432,2.7865,<1H OCEAN
-121.28,37.92,30,1061,230.0,851,195,2.4412,INLAND
-117.06,34.87,14,3348,619.0,1756,557,3.5987,INLAND
-122.41,37.63,39,4220,1055.0,2720,1046,2.639,NEAR OCEAN
-117.89,33.72,23,2305,538.0,2493,502,3.6618,<1H OCEAN
-121.95,37.33,36,1683,286.0,740,324,4.7604,<1H OCEAN
-118.57,34.25,34,5098,778.0,2239,778,5.6149,<1H OCEAN
-117.23,33.09,7,5320,855.0,2015,768,6.3373,NEAR OCEAN
-121.84,36.61,21,2876,802.0,2487,795,2.2007,<1H OCEAN
-117.34,34.0,27,321,64.0,214,67,3.175,INLAND
-122.6,38.24,16,2621,416.0,1247,386,4.8603,<1H OCEAN
-121.9,37.25,28,2714,502.0,1389,490,5.7385,<1H OCEAN
-118.2,33.93,36,1191,345.0,1193,295,2.5185,<1H OCEAN
-118.7,34.28,25,2377,491.0,1200,439,4.7083,<1H OCEAN
-121.56,39.52,9,818,197.0,358,197,1.7708,INLAND
-117.93,33.62,34,2125,498.0,1052,468,5.6315,<1H OCEAN
-118.27,34.07,42,1175,428.0,1593,407,2.3438,<1H OCEAN
-118.21,34.14,25,1908,628.0,1412,588,2.2267,<1H OCEAN
-121.11,41.07,26,1707,308.0,761,250,2.7188,INLAND
-122.3,37.53,40,1833,308.0,751,306,6.0,NEAR OCEAN
-122.28,37.89,52,2070,329.0,722,306,5.4171,NEAR BAY
-121.06,39.23,10,2229,537.0,982,512,2.186,INLAND
-116.91,32.78,15,4058,511.0,1580,473,7.5,<1H OCEAN
-118.56,34.18,36,1366,224.0,719,270,4.8264,<1H OCEAN
-118.31,34.0,52,2709,642.0,1751,613,2.1116,<1H OCEAN
-122.34,37.94,42,2206,451.0,989,444,3.125,NEAR BAY
-119.52,34.4,20,1834,477.0,1305,417,3.2125,NEAR OCEAN
-122.48,37.74,52,2841,517.0,1372,517,3.9236,NEAR OCEAN
-118.12,33.76,43,3070,668.0,1240,646,3.7813,NEAR OCEAN
-119.45,36.61,24,1302,,693,243,3.7917,INLAND
-117.95,34.11,29,1986,448.0,2013,432,3.1034,INLAND
-117.36,33.97,32,1625,335.0,1212,327,2.7596,INLAND
-118.3,33.9,29,2617,668.0,1868,647,3.6,<1H OCEAN
-121.91,37.69,18,2876,423.0,1395,427,6.3132,<1H OCEAN
-122.28,37.85,52,2246,472.0,1005,449,2.4167,NEAR BAY
-121.96,37.53,23,2215,475.0,1278,492,4.2955,<1H OCEAN
-118.47,34.42,25,3223,524.0,1763,508,5.2887,<1H OCEAN
-118.15,34.02,43,2172,605.0,2386,597,2.8239,<1H OCEAN
-117.62,34.08,30,1372,235.0,1047,225,3.1597,INLAND
-119.06,34.62,10,416,110.0,436,70,2.2222,<1H OCEAN
-118.19,34.04,39,1074,323.0,1613,308,2.3015,<1H OCEAN
-118.5,34.05,36,4152,542.0,1461,550,15.0001,<1H OCEAN
-121.47,38.49,17,3595,790.0,2760,770,2.3233,INLAND
-118.38,34.06,28,2522,616.0,991,574,3.1475,<1H OCEAN
-117.89,34.08,25,2115,489.0,1107,477,3.1949,<1H OCEAN
-120.94,40.17,22,1334,261.0,597,222,2.2132,INLAND
-122.43,37.81,39,3275,837.0,1137,725,3.7679,NEAR BAY
-120.76,38.47,17,1521,309.0,607,240,3.5,INLAND
-118.35,33.91,28,2108,534.0,1485,536,4.0775,<1H OCEAN
-118.27,33.97,39,2569,688.0,2601,630,2.0754,<1H OCEAN
-118.06,33.8,21,2196,504.0,1215,477,4.8,<1H OCEAN
-117.35,33.99,45,131,28.0,89,31,2.6071,INLAND
-121.76,36.75,21,1141,257.0,671,195,3.8424,<1H OCEAN
-118.31,33.76,26,4486,709.0,1873,719,6.5704,<1H OCEAN
-119.18,34.26,22,2334,359.0,1298,363,5.5275,NEAR OCEAN
-116.17,33.67,18,3585,800.0,3873,788,2.5714,INLAND
-117.02,32.81,26,1998,301.0,874,305,5.4544,<1H OCEAN
-121.42,38.52,32,2828,556.0,1655,485,2.5574,INLAND
-117.4,33.96,51,1806,322.0,709,298,3.575,INLAND
-118.35,34.06,52,1368,322.0,617,303,5.3819,<1H OCEAN
-116.95,33.74,18,1996,405.0,1270,400,2.7083,INLAND
-121.29,37.96,52,287,119.0,154,85,0.8738,INLAND
-117.18,32.92,4,15025,2616.0,7560,2392,5.196,<1H OCEAN
-122.19,37.76,52,2024,391.0,1030,350,2.4659,NEAR BAY
-117.77,33.76,19,3532,402.0,1200,426,11.0124,<1H OCEAN
-117.87,33.59,44,2499,396.0,910,374,6.6544,<1H OCEAN
-121.76,37.67,6,3023,518.0,1225,468,6.3705,INLAND
-120.6,35.6,13,4461,764.0,1795,640,4.475,<1H OCEAN
-117.97,34.1,26,1399,277.0,1285,276,4.0,INLAND
-117.01,34.89,26,2599,498.0,1332,443,2.7198,INLAND
-117.25,32.81,39,1846,350.0,765,329,3.9187,NEAR OCEAN
-121.82,37.37,42,2913,577.0,1873,580,3.7214,<1H OCEAN
-122.06,37.38,20,2976,766.0,1227,634,4.8625,NEAR BAY
-121.77,36.91,8,2715,750.0,2580,718,2.8348,<1H OCEAN
-118.59,34.14,19,1303,155.0,450,145,10.5511,<1H OCEAN
-118.3,33.9,19,2421,689.0,1726,660,3.287,<1H OCEAN
-117.06,33.01,24,2618,485.0,726,443,3.5192,<1H OCEAN
-117.88,33.64,16,3615,570.0,1209,559,8.5574,<1H OCEAN
-119.7,34.41,19,1215,360.0,1349,423,2.6607,NEAR OCEAN
-122.41,37.79,52,1436,738.0,1688,662,1.5156,NEAR BAY
-122.51,37.58,20,64,21.0,59,21,2.2375,NEAR OCEAN
-117.53,33.83,7,2191,324.0,1156,310,5.5362,INLAND
-118.14,33.95,42,1413,228.0,630,219,6.8564,<1H OCEAN
-118.33,34.15,44,1321,303.0,471,301,4.2679,<1H OCEAN
-120.37,40.17,21,789,141.0,406,146,2.1198,INLAND
-118.23,33.98,30,2562,959.0,3909,955,1.9929,<1H OCEAN
-122.39,37.76,52,3390,691.0,1645,596,3.7051,NEAR BAY
-122.01,36.97,43,2162,509.0,1208,464,2.5417,NEAR OCEAN
-122.75,38.43,36,1599,345.0,1086,314,2.6667,<1H OCEAN
-118.13,33.92,36,984,183.0,615,206,4.1786,<1H OCEAN
-122.02,37.3,26,1983,301.0,924,297,6.7123,<1H OCEAN
-117.64,34.09,34,2839,659.0,1822,631,3.05,INLAND
-122.5,37.6,35,2197,369.0,971,326,4.25,NEAR OCEAN
-118.94,36.32,10,2271,398.0,986,358,4.0703,INLAND
-121.93,41.86,28,4225,835.0,1908,686,1.74,INLAND
-118.35,33.91,26,2159,523.0,1331,520,3.87,<1H OCEAN
-118.27,34.07,32,1657,579.0,2071,598,2.1135,<1H OCEAN
-117.14,32.72,43,1073,344.0,660,279,2.0529,NEAR OCEAN
-117.8,33.64,8,4447,713.0,1680,705,8.8693,<1H OCEAN
-122.24,37.73,21,7031,1249.0,2930,1235,4.5213,NEAR BAY
-121.2,39.23,9,2802,447.0,955,418,5.2359,INLAND
-118.44,34.2,28,1732,435.0,1198,417,2.9219,<1H OCEAN
-116.41,33.74,25,2475,476.0,910,387,3.3639,INLAND
-118.37,33.97,41,1833,355.0,847,348,5.726,<1H OCEAN
-118.27,33.81,42,865,208.0,811,218,3.8621,<1H OCEAN
-122.47,37.78,52,2275,412.0,1166,424,4.0652,NEAR BAY
-118.16,34.11,48,1091,236.0,632,234,3.7235,<1H OCEAN
-118.33,34.01,43,2227,564.0,956,472,2.0217,<1H OCEAN
-117.94,33.74,24,4248,840.0,3118,798,4.2222,<1H OCEAN
-122.18,39.93,35,1387,272.0,610,237,2.1759,INLAND
-122.23,40.17,21,1401,331.0,651,299,2.225,INLAND
-117.17,32.81,33,3064,506.0,1355,488,4.22,NEAR OCEAN
-118.99,35.36,18,1524,354.0,1210,344,1.1136,INLAND
-119.32,36.3,15,2864,571.0,1480,475,2.9698,INLAND
-121.97,38.35,17,5678,1116.0,3182,1135,3.7388,INLAND
-121.66,36.89,15,2608,458.0,1531,457,5.5148,<1H OCEAN
-118.29,33.96,32,3508,917.0,2794,839,1.554,<1H OCEAN
-121.14,38.82,22,1816,278.0,832,278,5.07,INLAND
-117.95,33.67,25,1611,383.0,554,327,3.0417,<1H OCEAN
-122.17,37.73,52,1555,289.0,620,292,3.7159,NEAR BAY
-119.82,36.76,46,2194,563.0,924,542,1.4028,INLAND
-122.49,37.78,47,2695,643.0,1505,644,3.0877,NEAR BAY
-121.55,39.51,39,1551,353.0,684,310,2.0357,INLAND
-118.33,33.91,8,10731,3335.0,7211,3028,2.455,<1H OCEAN
-122.29,38.32,23,4312,993.0,2317,934,2.7667,NEAR BAY
-121.45,38.49,34,3573,662.0,1540,620,3.5323,INLAND
-118.15,33.96,33,1201,340.0,1482,334,2.4821,<1H OCEAN
-118.42,34.32,30,3027,604.0,1970,590,4.3409,<1H OCEAN
-121.94,37.83,11,2836,373.0,959,335,10.5815,INLAND
-118.11,33.97,33,2125,500.0,1672,476,3.6397,<1H OCEAN
-117.01,32.7,7,2327,490.0,1304,445,3.3553,NEAR OCEAN
-121.94,39.45,39,844,161.0,535,165,1.832,INLAND
-121.45,38.55,19,3374,808.0,1412,753,1.4889,INLAND
-119.03,35.38,38,2122,394.0,843,410,3.0,INLAND
-121.33,38.03,10,629,140.0,635,146,2.2961,INLAND
-117.35,33.16,22,1331,305.0,580,193,3.975,NEAR OCEAN
-118.44,34.15,38,1387,337.0,713,343,2.9352,<1H OCEAN
